,0,1,2,3,4,5,6,7,8,9,sleep_score
0,413738.0294788698,-303.03627352343545,-202.8757250050671,7.241107869918251,-35.355549126440614,-5.63228136308746,-0.5421554447949307,-28.32570851344704,15.539928714579615,-10.868173622328888,76.0
1,29788.32455826837,-133.14903787376417,-130.32290543970964,14.76015414634079,1.5613118840181266,-17.069592078788187,-16.785397943867018,-47.32437075583354,23.013005177438064,-5.826708626365339,79.0
2,117401.5699544548,-290.08321538856643,-38.49128925892377,8.540125349772437,36.53079766719365,22.81615770293009,19.911579263235378,-31.57406895955691,26.27855742666754,-2.2712328707337006,71.0
3,-142735.1188943367,-47.59546605788192,-52.88855551539017,0.4116401732404548,-46.579658320280245,-7.553319856579048,-21.787858288121633,-3.6426546749287843,19.62503954817891,-4.396101142308969,68.0
4,342792.69256614015,543.043191744858,-245.5833834077993,-9.739468067402342,-131.79905575567923,59.57448314773588,-75.93584598094287,16.8055821175526,0.7838405765465337,-7.883455219597412,73.0
5,-376561.6702980496,-57.85088263356222,97.46750258049019,-62.70479995274501,-50.46638091278638,-67.90317018680818,14.066962617901677,38.191850962250825,4.7353275830423,25.004503268600928,67.0
6,-323899.3332560918,57.971903312012344,-65.33438675936372,301.6465993591676,168.76546828910787,-200.518728255269,-21.498874233547724,122.4073867168176,27.599758229938196,-14.23678617866163,71.0
7,8208.289023388315,-165.3513489520316,-8.658277802726246,-71.58319513442957,61.570708066636264,-25.03582323486341,-16.105431342867483,-28.763080182097553,23.447440578579428,-2.2391882232782065,74.0
8,300040.1178268856,-242.81765972507773,-117.6519344741163,9.105269439330764,-80.9157694817827,30.162441455127865,6.821493068425017,22.77906841947884,-0.9867758709046899,-1.360510130893846,74.0
9,407998.0956993501,-344.4514044720157,-190.666409383118,20.859197233066165,-15.685156942059264,3.6744126760929317,-18.04651814672341,-23.072236034174793,-2.4958632078867033,16.15334785496056,81.0
