0,1,2,3,4,5,6,7,8,9,sleep_score
171262.25,103.80426,71.69565,-104.15622,67.60033,-78.95922,29.788475,10.010078,10.754002,0.82429886,68.97437
23351.062,-287.0006,-219.3758,67.118256,-44.445503,101.59242,-48.316956,23.32074,1.7945099,-21.28184,78.38968
144496.06,143.94293,43.351532,-15.9774475,88.565216,34.483627,36.21821,31.278564,14.005329,-15.288864,68.552826
-309656.75,-105.16464,55.016083,-10.075958,13.6302185,-78.985855,-20.894371,-45.786774,-13.59502,20.588577,70.10375
-447853.25,-411.00262,-191.53467,-15.134125,-92.851105,-137.92836,-75.81826,-77.78707,-33.422146,37.8553,76.68283
374744.2,203.08643,75.00076,-112.32721,78.219055,-1.8609161,37.210365,41.62668,14.883648,-13.632271,68.646194
-291039.75,-93.24783,51.652832,43.52173,21.2359,-81.92487,-11.151039,-42.900978,-10.564831,12.781513,69.283646
-348653.47,-290.4591,-207.14008,239.61111,-64.6719,86.13365,-61.996754,-33.36389,-19.531376,8.040081,76.03263
81116.125,326.9234,191.67673,-37.11252,105.04413,26.176056,39.09243,12.060181,5.9534187,-3.1412125,64.77268
45781.438,42.367676,-69.19827,45.733368,25.18016,4.5224457,7.557808,16.579742,6.434452,-6.511959,71.30814
-215394.69,-64.48346,-2.0438232,50.664917,56.13942,-68.1848,14.942299,-19.453346,0.35879135,1.8490982,69.495476
-594.5,100.91644,197.79788,-115.76572,58.00641,-126.23607,29.612358,-22.553131,0.23957443,18.838257,65.86592
222114.0,108.98163,-6.0307007,10.265533,54.019363,29.845718,20.913933,37.853027,17.451725,-13.918678,70.67
287276.44,-46.90277,-52.628693,-65.239685,35.190033,34.74086,-0.7518921,40.14485,13.773815,-27.165516,73.17509
-222704.4,-229.99084,-205.20341,156.61545,-42.813393,127.32155,-50.904144,-3.535881,-13.115299,-11.062759,75.94337
-108840.06,-289.53265,-237.06947,128.29929,-48.72406,144.43974,-57.834076,10.298363,-8.431004,-26.184132,77.32822
90584.875,259.09772,163.60928,19.259247,123.73921,1.038269,53.12864,18.762451,13.384083,-7.958351,66.14829
115572.0,36.39673,-21.206451,74.24948,43.804092,84.90468,8.28511,29.217545,9.657375,-16.123085,70.695114
203487.38,-51.427917,9.973633,-148.10706,35.99945,-64.71582,4.9657288,10.88472,6.7577553,-8.657349,72.18724
-177491.06,-235.5344,-130.27979,48.131073,-39.52723,26.76445,-47.223778,-23.74633,-13.837414,5.395851,75.35698
365209.3,116.403564,73.402985,-76.82019,75.350006,26.407288,27.130547,44.62761,18.110775,-21.807482,70.381714
288908.3,-8.823242,-122.61212,15.938202,21.666672,114.18541,-1.8053055,60.058594,15.784809,-26.998653,73.80906
-429012.5,-312.3583,-95.15906,40.486877,-70.767136,-128.7833,-57.259224,-71.78247,-27.964409,34.472694,72.407715
155457.38,120.876526,142.70145,-121.18469,84.11488,-31.22966,19.959541,8.07502,6.1663017,-7.686516,68.795425
-426507.2,-345.12314,-176.63565,118.27164,-71.58114,-79.51005,-64.1458,-64.04448,-25.624771,27.05423,76.49325
-285620.72,-156.08633,-127.68454,177.18655,-19.137482,97.985214,-38.80165,-17.461472,-13.521637,-1.4582405,73.14428
-381056.47,-417.38803,-261.2436,52.46231,-92.45924,-99.54751,-73.29308,-61.044334,-26.585964,27.749908,78.3393
-41679.562,92.981445,20.625244,-14.10907,46.22931,-20.406555,8.775444,-0.4701004,1.2871895,4.0100822,69.97073
-156907.34,-227.31409,-68.05603,-21.369904,-30.592651,-80.69638,-31.39492,-32.88346,-11.467106,16.466484,72.62079
